Accession	Description	Sum PEP Score	# Unique Peptides	temp37.0_concYOU	temp40.6_concYOU	temp43.7_concYOU	temp47.5_concYOU	temp51.2_concYOU	temp54.5_concYOU	temp57.9_concYOU	temp61.5_concYOU	temp64.0_concYOU	temp67.0_concYOU	temp67.0_concSEN	temp64.0_concSEN	temp61.5_concSEN	temp57.9_concSEN	temp54.5_concSEN	temp51.2_concSEN	temp47.5_concSEN	temp43.7_concSEN	temp40.6_concSEN	 temp37.0_concSEN
Q04323	UBX domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBXN1 PE=1 SV=2	100.42	12	170.2	184.3	103.6	155.8	81.5	90.1	68.2	56.2	48.9	41	32.8	35.2	42.8	53.2	89	107.6	142.9	166.5	167.4	162.7
P13995	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2	100.366	13	202.2	195.2	185.8	158.7	120.1	81.2	33.8	11	7	5.1	4.8	5	8.9	23.5	87	134.8	160.5	230.4	149.2	196
Q9GZY8	Mitochondrial fission factor OS=Homo sapiens OX=9606 GN=MFF PE=1 SV=1	100.319	10	201.4	186.4	170.1	125.4	87	67.2	55.4	41.9	37	28.1	32.1	31.9	38.7	46.7	74.2	94.7	125.4	177.4	188.6	190.4
Q6PJT7	Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1	100.244	17	167.1	176.7	167.2	145.2	112.3	73.2	51.2	40.7	37.7	28.7	30.3	27.6	36.9	41.7	90.8	117.1	127.3	217.7	150.3	160.4
O43148	mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1	100.219	16	179.8	173.8	181.4	162.4	131.7	94.6	42.1	17	9.9	7.2	5.6	6.1	11.3	30.2	101.1	139.5	163.7	187.7	180.9	174.1
Q14CX7	N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA25 PE=1 SV=1	100.151	13	206.6	195.2	214.6	179.2	126.6	40	16.5	9.7	6.9	4.6	3.3	4.2	6.5	11.4	38.4	138	175.3	219.8	205.9	197.1
P13693	Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1	100.075	8	171.6	167.1	157.6	153.4	124.6	90.1	48.8	33.9	30.2	22.7	24	24.7	32.1	42.8	97.5	134.8	153	173.9	160.5	156.7
O75821	Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2	100.053	17	129.4	131.8	142.9	186.1	155.5	109.7	61.9	39.4	26.1	17.3	16.8	18.5	28.8	47	101.5	133.7	161.3	185.5	163.8	143.1
P16930	Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2	100.005	15	156.3	149.5	163.1	142.6	115.3	95	64.9	48.7	39.5	25.1	18.9	21.8	38.9	54.1	104.2	127.3	145.6	161.3	165.4	162.5
O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1	99.969	12	164.5	154.6	166.9	147.8	120.2	80.2	60	44.8	35.2	25.8	24.5	25.9	36	47.3	84.7	118.1	149.2	184	163.3	166.9
Q13098	COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4	99.944	16	193.1	179.3	207.8	169.2	117.9	74.8	25.8	14.8	9.6	7.6	9.6	9.2	14.3	23	86.4	123.5	156.9	206.9	195.5	174.8
Q92734	Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2	99.833	12	144	149	147.4	130.2	113.6	100.6	75.4	58	44.1	37.5	35	33.4	42.8	56.9	110.5	126.2	140.1	156.1	152.8	146.3
Q96K17	Transcription factor BTF3 homolog 4 OS=Homo sapiens OX=9606 GN=BTF3L4 PE=1 SV=1	99.826	9	115.3	113	115.2	111.7	105.7	94.8	90.9	85.1	92.5	75.7	79.8	70.2	74.8	78.4	105.4	114	113.2	127.3	118.5	118.5
Q7L5N1	COP9 signalosome complex subunit 6 OS=Homo sapiens OX=9606 GN=COPS6 PE=1 SV=1	99.743	14	188.5	187.8	176.9	161.5	130.3	100.8	31.5	12.2	6.2	4.4	4.4	5.1	9.4	20.6	104.1	135.4	155.6	214.9	190	160.5
Q96GX9	Methylthioribulose-1-phosphate dehydratase OS=Homo sapiens OX=9606 GN=APIP PE=1 SV=1	99.696	13	130.6	130.1	131.5	123.8	113.8	100.6	83.8	71.6	65	49.2	47.8	52.6	62.1	74.4	110.2	116.6	124.8	145.1	137.1	129.4
P05362	Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2	99.668	16	137.5	133.9	139.6	128.8	110	100	76.3	66.8	59.8	47.2	44.8	40.8	52.6	63.5	110.7	118.4	132.9	155.6	146.3	134.5
Q96CW1	AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2	99.648	16	206.4	194.4	184.5	172.9	132.6	65.7	19.1	10.9	7.4	6.1	4.4	4.6	8.3	14.6	75.4	134.3	167.8	213.6	194.4	182.6
P49902	Cytosolic purine 5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5C2 PE=1 SV=1	99.638	17	181.5	167.4	193.6	155.6	122.4	96	46.8	18.6	10.9	7.1	2.6	3.1	8.6	35.5	104.4	139.4	158.7	226	143.5	178.2
Q9BQ61	Telomerase RNA component interacting RNase OS=Homo sapiens OX=9606 GN=TRIR PE=1 SV=1	99.341	14	120.6	117.1	123.5	115.6	108.8	103.2	83.6	77.3	80.9	69.5	80.5	65.9	70	75.8	112.9	113.8	121.9	127.3	118	113.9
Q13057	Bifunctional coenzyme A synthase OS=Homo sapiens OX=9606 GN=COASY PE=1 SV=4	99.336	13	290.7	263.4	213.9	99.5	51.2	33.3	19.6	12.9	8.4	7	5.8	6.9	10.6	16	34.3	51.5	102.2	227.7	269.7	275.4
Q9UNF0	Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2	99.321	16	229.6	227.5	212.1	159.3	64.4	46.5	25.1	16.1	11.5	7.7	7.6	8.5	13.3	22.8	51.7	69.3	157.2	227.4	221.2	221.1
Q15599	Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Homo sapiens OX=9606 GN=SLC9A3R2 PE=1 SV=2	99.291	16	144.2	137.7	143.7	127.4	108.8	91.1	73.1	61.8	61.5	50.9	58.5	53.3	61.3	70.1	97.1	112.2	124.1	147.1	140.8	135.5
Q9H0H5	Rac GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RACGAP1 PE=1 SV=1	99.171	16	195.5	187	184.5	143.4	96	57	42.5	34	32.4	27.6	11.3	10.5	14.3	18.5	38.8	82.5	157.8	217.8	229.9	218.4
Q14232	Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1	99.1	13	196.7	181.6	178	164.6	127.4	94.6	35.1	12	6	4	3.9	4.9	8.9	25.5	92.4	132	165.3	214.3	166.1	186.7
Q8N543	Prolyl 3-hydroxylase OGFOD1 OS=Homo sapiens OX=9606 GN=OGFOD1 PE=1 SV=1	99.025	15	210.7	199.9	221.3	149.2	84.7	60.6	34.2	20.7	11.3	7.3	7.3	9.9	18.7	33.6	75.5	102.1	151.5	203.6	200.2	197.6
Q8WXF1	Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1	99.024	14	206.6	195.4	156.4	151.2	101.6	73.8	47.6	30.4	22.3	14.6	11.7	14.8	22.8	35.2	70.8	96.9	137.7	209.4	200.1	200.5
Q13630	GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=GFUS PE=1 SV=1	98.986	9	193.8	183.2	189	157.5	118.2	80.7	39.2	17.4	11.8	9.2	7.9	8.2	15.3	35.4	91.3	124.2	158	188.9	188.3	182.5
P08865	40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4	98.97	12	124.3	126.7	143.1	141.9	160.9	161.6	74.9	39.2	17.8	9.7	7.4	11	23.8	59.3	165.5	134.6	127.1	173.7	162.5	135.1
Q96RS6	NudC domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NUDCD1 PE=1 SV=2	98.942	13	188.9	180.6	191	163.4	123.8	81.5	35.2	17.4	10.6	7.7	4.3	5.5	9.5	19	76.9	119.1	169.5	204.4	200.4	191.3
P36915	Guanine nucleotide-binding protein-like 1 OS=Homo sapiens OX=9606 GN=GNL1 PE=1 SV=2	98.871	15	225.9	218.3	212.4	168.6	63.3	38	25.2	19.8	16	12.5	7.1	7.8	12.6	19.8	37.9	67.9	172.7	230.3	223.6	220.2
P30405	Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1	98.8	10	198.3	191.2	188.2	172.5	133.9	59.8	24	13.9	10.5	7.7	11	11	15.2	23.5	66	151.1	153.9	217.9	156	194.4
Q969G3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=2	98.783	13	217.1	217.6	211.3	125.6	79.3	58.3	35.4	23.3	18.5	13.8	12	12.7	18	28.1	63.6	77.9	117.5	231.6	229.6	209.1
Q8NF37	Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPCAT1 PE=1 SV=2	98.731	12	215	194.3	208.3	171.3	119.6	52.2	17	10.4	6.3	5.5	2.3	2.5	3.6	6.7	45.1	122.5	175.7	225.6	211.7	204.3
O76071	Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Homo sapiens OX=9606 GN=CIAO1 PE=1 SV=1	98.707	14	217.5	233.3	139.7	155.5	107.3	67.5	37.4	22.2	12.7	7.1	9.8	12.9	22.4	34.6	75.8	102.5	146	201.4	202.5	192.2
A3KN83	Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1	98.697	15	203.2	193.6	200.5	172.1	109.7	51.8	28.6	19.3	11.9	9.1	5.3	6.4	9.4	14.1	34.4	103.7	180.3	221.4	217.2	207.8
P18031	Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1	98.693	16	260.4	246.7	237.1	121.1	50	33	18.9	13.7	10.9	8.1	9.8	9.9	13.6	17.9	33.4	46	111.5	264.1	239.2	254.6
P09110	3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2	98.69	12	186.3	178.3	184.9	162.5	125.1	86.9	45.3	17.1	8.1	5.5	3.6	4.4	10.5	33.4	93.4	128	161	194.4	187.5	183.9
Q96C90	Protein phosphatase 1 regulatory subunit 14B OS=Homo sapiens OX=9606 GN=PPP1R14B PE=1 SV=3	98.599	9	128.5	117.6	126.6	114.4	104.4	98.5	85.7	75.5	84.1	64.8	61.1	56.2	66.5	72.6	107.8	113.7	125.4	141.2	128.8	126.7
Q86UK7	E3 ubiquitin-protein ligase ZNF598 OS=Homo sapiens OX=9606 GN=ZNF598 PE=1 SV=1	98.533	21	209.3	209.1	201.3	154.2	95.1	52.3	29.4	21.6	16.1	11.6	25.4	27.6	37.9	46.4	73.3	101.9	141.8	187.1	182.7	175.8
Q92804	TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1	98.486	10	157.6	150.9	149.8	134.9	103.9	75.8	61.6	56.3	57	52.2	59.9	54.6	66	71.7	92.3	107.2	124.5	147.9	140	136
O95865	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens OX=9606 GN=DDAH2 PE=1 SV=1	98.437	11	160.3	156.3	160.9	149.9	135.1	108.6	69.8	28.3	18.4	12.4	10	11.8	20.9	56.3	120.2	138.4	150.3	170.8	162	159.4
O95571	Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=2	98.379	11	169.7	151.6	151.1	135.2	132.8	94.1	80.7	48.9	27.7	8.3	6.3	20.5	44.2	69.1	117	131.9	135.9	163.8	158.1	153.1
P14678	Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2	98.35	7	126.2	116.4	124.5	105	93.1	99	105.4	96	83.5	50.9	49.2	64	93.3	100.5	115.2	106.9	106.2	129.1	122.8	112.6
O75351	Vacuolar protein sorting-associated protein 4B OS=Homo sapiens OX=9606 GN=VPS4B PE=1 SV=2	98.283	10	226.1	221.8	216.8	134.2	66.1	51.4	36.2	22.4	15	9.9	8.6	9.1	12.3	16.7	35.9	51.8	130.7	238.9	248.6	247.3
P23229	Integrin alpha-6 OS=Homo sapiens OX=9606 GN=ITGA6 PE=1 SV=5	98.128	17	166.3	158	161	133	102.9	78.8	63.7	53.6	45.7	36.9	28.4	29.9	43.5	56.6	97.7	113.3	138.2	171.3	166.2	155
P49643	DNA primase large subunit OS=Homo sapiens OX=9606 GN=PRIM2 PE=1 SV=2	98.111	17	224.5	224.9	226.7	156.8	67.1	36.6	24.1	17.1	12.5	9.7	5.7	6.7	10.1	15.1	35.7	59.4	147.2	251.1	242.1	227
Q00325	Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2	98.088	13	186.6	189.8	163.8	149.8	108.4	90.7	45.1	31.8	19.2	14.9	12.5	11.9	21.1	37.5	102.2	122	146.4	199.3	186.9	160.3
Q9UDT6	CAP-Gly domain-containing linker protein 2 OS=Homo sapiens OX=9606 GN=CLIP2 PE=1 SV=1	98.075	10	145	131	142.4	116.3	116	94.8	84.2	64.7	62	43.6	35.8	33.6	41.7	50.2	82.8	104.6	134.6	183.4	162.3	171
P19525	Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2	97.995	17	375.3	279.7	147.6	70.8	45.6	33.5	19.3	12.6	8.9	6.5	4.2	4	5.6	8.9	20.7	31	53.4	161.2	317.4	393.7
Q6GMV3	Putative peptidyl-tRNA hydrolase PTRHD1 OS=Homo sapiens OX=9606 GN=PTRHD1 PE=1 SV=1	97.932	11	143.4	144.8	152.5	143.7	120.2	106.5	72.1	54.5	38.3	24.1	27.2	36.9	51.4	72.9	106.7	127	133.1	160.7	139.2	144.8
P46087	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2	97.931	17	124.1	129.9	132.2	122.8	109.6	104.3	85.8	71.3	68	52	28.3	33.8	44.7	55.8	115.5	132.4	140.8	156.8	148.9	143.1
P48506	Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens OX=9606 GN=GCLC PE=1 SV=2	97.897	17	212.8	193.5	211.4	168.3	105.6	47.9	24.2	15.9	11.4	8.9	6.8	7.8	12	19	50.5	112.2	177.1	206.1	206	202.6
Q96ER9	Mitochondrial potassium channel OS=Homo sapiens OX=9606 GN=CCDC51 PE=1 SV=2	97.831	14	192.7	179.6	183.8	157.7	137.4	80	28.1	18.8	13.3	8.6	8	9.3	17.4	27.5	86.6	139.7	159.8	190.3	184	177.4
Q96I99	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2	97.734	15	236.3	246.9	209.7	168.8	74.7	28	15	8.9	6.7	4.9	7.6	8.3	12.1	16.6	35.6	78	172.5	220.4	224.7	224.2
P16144	Integrin beta-4 OS=Homo sapiens OX=9606 GN=ITGB4 PE=1 SV=5	97.719	18	221.4	209.3	203.3	142.8	84.2	51.8	33.5	22.2	17.4	14.1	11	13.2	18	23.4	46.3	77.6	142.1	231.1	222.3	214.9
Q8WYA6	Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1	97.64	14	250.9	245.6	235.8	105.2	64.9	40.2	23.5	15	10.8	8	9.7	11.1	14.5	20.1	43.8	59.1	94.4	255.3	236.6	255.3
Q70UQ0	Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens OX=9606 GN=IKBIP PE=1 SV=1	97.607	16	176.6	181.6	152.9	161.9	129.4	102.3	52.6	25	11.1	6.5	4.3	6.7	19.1	47	116.1	146	156.7	181.6	165.2	157.3
Q96T88	E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1	97.604	17	308.4	268.6	180.5	85.8	55.5	36	23.2	17.4	13.7	10.9	9.3	10.7	15	22.3	39.5	59.2	89.6	190.1	269.3	294.9
Q6NZY4	Zinc finger CCHC domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZCCHC8 PE=1 SV=2	97.6	17	168.9	169.1	166.6	175.7	136.8	80.4	42.4	26.2	20.2	13.6	13.2	14.6	22.2	34.3	86.6	140.6	160	194.4	179.2	155
Q9BUP3	Oxidoreductase HTATIP2 OS=Homo sapiens OX=9606 GN=HTATIP2 PE=1 SV=2	97.528	12	270.7	314.2	150.2	146.8	56.8	30.7	14.3	8.2	4.8	3.4	4.1	4.4	7.7	13.8	42.4	66.2	144.5	254	214.8	248
P21980	Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2	97.373	12	209.2	197.8	205.6	153.6	99.2	60.1	30.1	21.2	13.9	9.3	4.8	5.5	9.7	17.3	56.7	104.4	160.3	218.9	212.9	209.5
Q6P996	Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=2	97.154	16	273.1	250.6	205.8	96.1	60.1	41.7	27.1	18.8	14.5	12.1	10.5	11.4	16.7	22.9	42.8	58.2	91.8	212.9	270.5	262.4
Q9Y5M8	Signal recognition particle receptor subunit beta OS=Homo sapiens OX=9606 GN=SRPRB PE=1 SV=3	97.14	10	280.2	232.2	211.2	117.5	58.3	36	25	17	12.8	9.6	7.2	9.3	15	22.6	42.8	61.7	121.7	217.2	249.3	253.4
P10253	Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4	96.88	13	163.4	150.4	166.5	148.6	123.7	103	62.3	42.6	27.6	12	14.9	24.9	38.8	56.2	108.6	129.3	145.9	162.8	162	156.6
Q9NRV9	Heme-binding protein 1 OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1	96.862	15	182.5	188.1	152.7	171.1	136.8	93.5	40.1	17.3	10.6	7.4	7.9	8	13.9	32	103	141.3	163.3	205.5	148.9	176.2
Q96P70	Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3	96.643	12	187.3	172.8	190.2	157.8	114.3	84.4	41.7	26	15.4	10	5.2	6.9	13.6	27.2	77.2	111.7	153.3	215.8	202.9	186.2
P58546	Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2	96.602	8	157	149.7	154.7	143.1	118.3	84	62.1	49.1	44.2	37.8	33.3	28.8	37.1	46.5	85.2	115	151.8	179.7	166.1	156.6
P63096	Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2	96.445	7	205.3	184.6	196.1	153.4	110.9	78.9	31	18.4	12.3	9.1	8.1	9.4	14.5	27.8	81.6	112.9	145.3	206.7	200.5	193.1
Q8N1F7	Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2	96.389	18	221.5	217.4	210.5	141.1	85.7	49.3	28.3	19.9	14.8	11.6	10.1	9.6	15.2	21.2	52.7	82.3	130.5	232.8	230.4	215.2
P06280	Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1	96.32	12	179.8	173.5	186.5	157.2	116.3	89.4	48.5	26.9	13.2	8.6	7.1	9.6	25.8	50.2	100.1	125.5	152.8	183.3	173.3	172.2
Q9UNF1	Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2	96.127	15	246.5	239	200	99.1	62.8	46	35.4	29.3	24.4	17.4	21.2	27.1	34.3	40.2	55.7	70	99.8	209.2	210.6	231.9
P49005	DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1	96.099	16	230.6	216.8	210.7	153	87	48.3	24.8	14.2	8.8	5.9	8.6	9.8	16.7	28.1	64.9	95.7	148.3	210.9	210.6	206.5
Q6PIU2	Neutral cholesterol ester hydrolase 1 OS=Homo sapiens OX=9606 GN=NCEH1 PE=1 SV=3	96.021	10	173.5	159.5	163.6	145.5	131	96.2	64.8	39.6	16.9	9.4	4.1	7.1	24.3	45.2	115.8	129.2	161	185.8	168.3	159.2
O94992	Protein HEXIM1 OS=Homo sapiens OX=9606 GN=HEXIM1 PE=1 SV=1	95.982	7	125.3	121	133.1	126.6	119.4	103.6	80.8	68.8	67.7	53.8	58	48.8	57	65.3	115.1	121.5	128.7	142.2	135.3	128.2
O00505	Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	95.981	7	208.1	183.3	219.5	162.7	95.8	56.3	29.7	19.6	15.1	9.8	6.6	7.4	10.4	19.2	49.6	94.9	168.4	203.5	225.8	214.2
P08559	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3	95.963	17	216.9	220.6	192.8	162.9	96.1	63.4	21.5	11.3	8.2	6.4	5.8	6.3	10.2	16.2	88.2	128.7	137.9	259.6	176.5	170.6
Q99627	COP9 signalosome complex subunit 8 OS=Homo sapiens OX=9606 GN=COPS8 PE=1 SV=1	95.962	7	154.5	159.3	164.4	150.4	123.4	102.4	50.4	49.8	31.7	13.8	10	22.9	42.2	44.8	108.7	135	140.6	180.7	166.3	148.6
P51570	Galactokinase OS=Homo sapiens OX=9606 GN=GALK1 PE=1 SV=1	95.957	10	234.9	227.3	219.2	163.1	86.5	31	15.9	10.1	7.1	5	5	5.6	8.6	15.4	39.7	92	162.8	226.7	227.2	217
P30050	60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1	95.81	9	58.9	60	72	93.3	139.9	219.4	118.4	160	56.9	21.2	21.3	55.5	145.2	114.9	159.6	170.9	106.5	87.5	75	63.6
P20340	Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3	95.788	4	175	171.8	169.4	143.1	116.6	95.5	56	36.2	23.1	13.4	11.7	14.6	27.1	47.6	106.8	123.8	149.8	180.7	171	167.1
P49750	YLP motif-containing protein 1 OS=Homo sapiens OX=9606 GN=YLPM1 PE=1 SV=4	95.677	20	184.5	197.4	189.6	135.5	97.9	71.1	43.2	33.3	26.9	20.5	25.6	28.5	36.5	47.2	82.1	102.5	133	180	180.7	183.9
O15269	Serine palmitoyltransferase 1 OS=Homo sapiens OX=9606 GN=SPTLC1 PE=1 SV=1	95.651	16	230	215.2	221.1	150.2	91	45.3	19.5	12.8	8.8	6.2	5.4	5.6	8.2	13.5	44.2	97.5	154.2	250.8	194.8	225.8
Q96HY6	DDRGK domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DDRGK1 PE=1 SV=2	95.648	10	165.2	157.4	174.1	127.2	109.1	90.7	63.9	49.1	35.9	27.4	39.6	35.9	48.4	61.9	102.2	115.3	119.1	166.6	158	153
O00291	Huntingtin-interacting protein 1 OS=Homo sapiens OX=9606 GN=HIP1 PE=1 SV=5	95.634	13	204.3	196.5	207.9	166.5	103.8	53.5	30.2	17.7	11.5	8.1	8.4	9.2	14.3	23.1	51.5	103	166.1	219	205.4	199.8
P51812	Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1	95.515	11	252.1	229.7	226.2	139.4	60.7	37.7	20.1	15	10.7	8.4	6.5	7	11.2	16.5	35.6	55.9	152.7	263.8	198.5	252.4
Q93052	Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1	95.445	13	144.9	133.9	145.4	125.9	113.2	94.8	78.9	63.4	55.5	44.2	39.3	37.7	49.3	59.6	99.6	117.8	136.5	159.4	153.2	147.7
Q6DKJ4	Nucleoredoxin OS=Homo sapiens OX=9606 GN=NXN PE=1 SV=2	95.388	11	199.2	184.9	203.2	161.9	105.8	65.2	34.1	21.8	14.6	9.3	7.4	8.6	15.1	27.2	67.8	106.2	161.9	209.5	193.9	202.4
P78318	Immunoglobulin-binding protein 1 OS=Homo sapiens OX=9606 GN=IGBP1 PE=1 SV=1	95.34	15	166.2	160.8	164.4	145.5	125.8	94.5	66.9	37.5	22.8	15.7	16.3	19.1	32.4	55.5	97.6	128.2	146.4	169.1	171.9	163.6
Q9NVS9	Pyridoxine-5'-phosphate oxidase OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=1	95.274	12	187.7	180.2	190.2	167.8	118.5	69.7	34.7	24.4	15.9	10.9	14.9	17.2	27.1	36.4	88.2	123.3	158.8	187.1	176.4	170.6
Q14192	Four and a half LIM domains protein 2 OS=Homo sapiens OX=9606 GN=FHL2 PE=1 SV=3	95.273	15	158.2	149.9	153.9	135.8	116.7	84.2	62.2	52.3	47.3	39.6	41.8	37.7	45.7	54.7	91.7	110.2	136.4	169.6	158.5	153.7
Q9H488	GDP-fucose protein O-fucosyltransferase 1 OS=Homo sapiens OX=9606 GN=POFUT1 PE=1 SV=1	95.25	11	195.9	178.6	204.9	167.6	118.5	71.7	28.3	17.2	9.7	7.7	5.7	7.4	13.2	26.5	80.6	126.5	169.5	192.2	192.8	185.6
Q96CV9	Optineurin OS=Homo sapiens OX=9606 GN=OPTN PE=1 SV=3	95.245	17	154	147.1	150.8	119.9	101.6	81.9	70.3	63.5	59.4	51.7	61.8	56.6	60.2	66.5	87	101.5	114	163.9	134.2	154.2
Q96M27	Protein PRRC1 OS=Homo sapiens OX=9606 GN=PRRC1 PE=1 SV=1	95.187	9	159.7	147.3	160.1	141.3	118.3	96.1	71.7	49.9	39.1	16.5	15.1	32.6	53.1	68.9	108.4	128.2	140.9	156.9	151.4	144.5
Q9H2P0	Activity-dependent neuroprotector homeobox protein OS=Homo sapiens OX=9606 GN=ADNP PE=1 SV=1	95.182	18	226.9	221.8	203.5	123	80	55.1	33.6	23.8	18.2	14.2	9.5	11.9	17	26.7	56.1	78.9	118.1	229.1	230	222.5
Q86VS8	Protein Hook homolog 3 OS=Homo sapiens OX=9606 GN=HOOK3 PE=1 SV=2	95.093	15	182.1	179.7	174.6	140.2	111.6	76.2	50.3	36.7	27.9	20.7	21.2	21.3	30.9	43.7	79.7	106	140.8	186.4	187.3	182.7
Q14376	UDP-glucose 4-epimerase OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=2	94.977	13	243.7	228.5	212.8	138.1	71.4	41.7	24.8	17.8	12	9.2	5.6	6.4	10.1	15.5	41.2	86.6	146	243.7	167.5	277.4
P15586	N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3	94.851	11	153.4	145.6	155.6	143.4	125.2	100.5	71.9	53.1	34.1	17.2	19.4	26.1	43.9	63.6	117	129.3	141.5	162	151.6	145.7
O60888	Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2	94.778	6	132	126.3	133.6	122.5	109.9	97.1	84.5	73	70.6	50.5	50.4	54.3	66.6	74.9	103.2	114	126.4	144.4	134.9	130.9
