Accession	GeneName	Description	PG.Qvalue	S0.1	S0.2	S0.3	S3.1	S3.2	S3.3	S6.1	S6.2	S6.3	S9.1	S9.2	S9.3	S12.1	S12.2	S12.3	S24.1	S24.2	S24.3
P53365	ARFIP2	Arfaptin-2	3.67E-33	324973.875	279344.0625	323293.3438	281213.1875	283386.375	292689.7813	286882.1563	266963.8438	290175.2188	284567.0313	279001.4063	314698.25	274529.6563	306897.2813	297526.5938	297954.4375	314412.5938	284848.625
P53367	ARFIP1	Arfaptin-1	5.74E-36	397710.3125	417991.7813	462907.0313	420370.4375	409552.4063	415879.625	424178.0625	453803.5625	447011.2813	448019.3438	401002.5313	466991.1875	426861.7813	442032.1875	404264.625	405295.25	383702.625	415473.4688
P53384	NUBP1	Cytosolic Fe-S cluster assembly factor NUBP1	6.71E-30	130253.7813	134100	137416.2969	131475.7031	131917.6094	107712.2656	146011.4219	141236.75	140044.8281	144883.2656	137599.5	137028	124301.875	109765.2656	109930.4531	110643.5156	116147.1406	123722.6328
P53396	ACLY	ATP-citrate synthase	7.10E-39	941578.75	850802.75	803687.375	774315.6875	813520.5625	899168.3125	747968.3125	663148.875	717845.125	747337.4375	656223.8125	801619.5	859877.1875	892497	894279.0625	858336.375	811673.8125	886524.8125
P53567	CEBPG	CCAAT/enhancer-binding protein gamma	1.33E-05	133567.4063	117725.3672	127709.7266	83408.38281	85758.97656	NaN	97972.48438	73947.39844	87929.89063	57959.58203	48135.07813	66581.10156	87631.125	123502.6484	103890.1328	76031.20313	73930.14063	111941.6094
P53582	METAP1	Methionine aminopeptidase 1	3.34E-35	360672.875	386824.25	388699.3438	396654.6563	361208.5	342699.4063	379020.4063	399443.625	377055.4375	365171.5	383217.2813	337365.875	340567.0625	346958.8438	328879.25	329371.0313	331261.5625	341558
P53597	SUCLG1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	2.83E-31	693670.8125	848594.875	792618.0625	811399.0625	805055.25	714813.6875	763011.5625	880379.8125	825152.3125	779796.125	819511	784076	809036.5625	710124.3125	737738.25	844955.125	838639.75	818788.75
P53602	MVD	Diphosphomevalonate decarboxylase	1.01E-31	127564.0391	126608.8047	110423.4844	130024.3281	125239.2969	124205.0078	133138.8125	109663.9609	107188.5391	113260.3906	122254.7344	119380.6563	150851.4375	116449.6563	118103.2969	120069.9141	107219.1172	123568.6016
P53609	PGGT1B	Geranylgeranyl transferase type-1 subunit beta	8.80E-29	285999.4063	279414.25	276188.75	265895.3438	272934.5313	271502.2188	252982.4375	274873.125	261078.6406	283579.7813	262237.0625	259054.875	274584.9063	303114.9375	278994.0938	234784.8281	236825.8281	259745.2344
P53611	RABGGTB	Geranylgeranyl transferase type-2 subunit beta	2.16E-45	272863.0625	240629.6094	243956.3594	251357.3281	250949.4375	279942.4688	238976.2813	221398.1563	243083.5	263381.4063	230038.0938	247156.6094	243372.7813	264027.0625	232716.5469	168227.6875	213906.8125	203486.5938
P53618	COPB1	Coatomer subunit beta	1.12E-37	1685273.25	1435874.75	1347775.25	1236376.625	1427012.375	1691055.75	1141385.25	748618.9375	1156270.25	1187457.375	983012.4375	1443988.875	1674891.125	1718914.25	1740991	1655278.875	1594010.5	1548313.375
P53621	COPA	Coatomer subunit alpha	5.93E-34	968598.9375	717047.1875	683234.75	646473.5	770372.5	923249.75	639694.3125	419676.0313	594350.0625	596881.875	487158.0625	698913.5625	923539.5625	972555.4375	1024797.875	1005231.875	968394.125	1030194.188
P53634	CTSC	Dipeptidyl peptidase 1	1.61E-30	90032.375	101425.8203	113291.125	108318.9531	106123.4531	98253.36719	109523.7656	112211.5234	113926.7344	103445.3359	109782.125	104373.5859	102938.3516	99786.8125	99422.14844	95469.4375	88309.09375	98075.57813
P53667	LIMK1	LIM domain kinase 1	1.96E-32	541628	651053.9375	588872.3125	695895.0625	506082.8438	655619.625	582328.5	532856.625	907729.25	556713.5625	450256.375	567661.125	508073.1875	490383.25	479245.4688	449449.5313	334813.0313	405874.9688
P53675	CLTCL1	Clathrin heavy chain 2	1.36E-07	94656.83594	55837.09766	63024.51172	179599.4688	34218.02344	83335.875	92589.1875	45222.74219	55881.46484	74110.875	67252.63281	48061.46484	36721.96484	90060	60669.48828	64746.37891	51979.8125	80045.25
P53677	AP3M2	AP-3 complex subunit mu-2	8.38E-26	754059.4375	493271.625	862364.875	691110.4375	712775.375	844007.0625	858928.4375	786391.1875	845049.5	721787.625	715193.125	763806.75	707628.5625	547689.6875	655709.6875	635750.0625	432418.75	701572.5
P53680	AP2S1	AP-2 complex subunit sigma	2.50E-27	91679.92969	71376.27344	77486.51563	85342.96875	94106.875	88116.0625	75575.09375	76261.25	89186.47656	82516.32813	69011.52344	80913.78906	95893.39063	103181.7188	84759.49219	67829.875	74970.58594	64198.97656
P53701	HCCS	Holocytochrome c-type synthase	1.27E-37	503449.125	509722.75	531159.9375	534005.5	520538.125	554026.5625	563658.1875	595524.875	542080.3125	606068.8125	509007.25	514126.3438	528737.5625	541830.9375	496564.4063	513353.3125	524122.8125	507094.3125
P53778	MAPK12	Mitogen-activated protein kinase 12	9.38E-27	84900.49219	81041.77344	80197.67969	93451.1875	95732.58594	84235.92188	103404.4766	84472.5	85719.66406	101453.7266	114109.5313	88385.4375	72064.85156	80436.03906	86326.96094	75383.69531	76859.47656	91648.17188
P53794	SLC5A3	Sodium/myo-inositol cotransporter	7.55E-14	138762.5625	166931.3438	105623.7422	100847.4609	117105.3672	122988.7422	95063.1875	115788.0781	129372.9141	105778.2813	81311.49219	99653.67188	106906.4688	143408.8906	104329.6641	137777.3594	114843.4766	104526.8594
P53801	PTTG1IP	Pituitary tumor-transforming gene 1 protein-interacting protein	1.87E-33	304159.6563	411059.625	510597.4375	425838.1563	454658.1563	480415.8438	485013.5938	434689.1563	393490.5313	364537.3125	403778.8125	409585.0313	333537.1563	362873	346608.6875	291478.1563	272357.25	372236.0625
P53803	POLR2K	DNA-directed RNA polymerases I, II, and III subunit RPABC4	2.61E-28	60854.96094	142864.8438	137176.5469	122572.0469	101559.1016	106221.625	138777.4375	158654.2813	158592.5469	110199.7266	117966.4609	118270.625	115468.4297	94160.49219	118970.2656	69516.47656	81172.48438	86361.26563
P53804	TTC3	E3 ubiquitin-protein ligase TTC3	0.000159539	268574.6563	223623.2969	157182.9688	226096.7656	115385.6563	192943.4844	276598.0625	131287.6875	216324.5938	275292.0938	199851.5156	189034.1719	220797.5313	227918.7031	NaN	163334.9688	179538.2188	139026.0781
P53805	RCAN1	Calcipressin-1	3.47E-12	79674.73438	149145.7969	72166.35938	18900.00195	103711.5234	88939.82031	258135.4063	28182.8418	64209.02344	44877.40625	133220.2188	92526.80469	105488.3047	90542.48438	83532.3125	21095.79297	NaN	NaN
P53814	SMTN	Smoothelin	1.24E-27	122160.7188	142710.0156	111052.6641	122158.0156	109968.9375	123497.5938	129181.8359	122900.4297	122614.8047	106149.7734	120061.0234	118979.9531	111924.1563	113434.7344	115229.7344	112605.75	101805	109756.5781
P53816	PLAAT3	Phospholipase A and acyltransferase 3	6.03E-15	75382.89844	NaN	40940.24219	NaN	NaN	NaN	119263.9219	86912.625	94585.60938	66077.97656	80697.19531	119198.5078	90394.72656	NaN	59030.54688	80931.95313	55325.02344	NaN
P53985	SLC16A1	Monocarboxylate transporter 1	1.75E-32	364989.375	302541.6875	319202.8438	281516.75	306871.8125	344584.5313	252304.9844	131608.3125	240388.8906	266716.25	197234.0313	273729.1875	304907.3438	309633.9375	345184.5313	275795.5625	283271.6875	252679.5156
P53990	IST1	IST1 homolog	8.64E-36	312045.4688	289992.6875	303207.25	293973.125	291220.0625	278621.875	276779.0313	266315.5625	265952	274702.3438	286916.2813	269260.0313	274482.8125	302892.5625	283535.7813	272132.4688	270194.3438	284188.5313
P53992	SEC24C	Protein transport protein Sec24C	7.92E-44	212868.0625	204265.6563	186998.1719	199467.5	186590.0313	217847.8438	189647.875	153087.5625	179988.7188	195170.875	170972.8125	206490.8438	240702.4531	234030.1719	225884.5313	246643.6719	227698.8594	223162.6875
P53999	SUB1	Activated RNA polymerase II transcriptional coactivator p15	3.89E-39	1017784.875	1185746	1172216.75	1134869.625	1066795.5	1005714.75	1188168.125	1240582.375	1279934.25	1180286.75	1193999.375	1111620	986464.4375	992733.875	974426.5	1122923.125	1116599.625	1136759.375
P54098	POLG	DNA polymerase subunit gamma-1	1.70E-36	154484.9688	140109.7813	137255.625	131220.4063	137597.9219	148801.6563	139725.625	124224.9063	137625.3594	131419.75	118756.0625	124645.1563	131961.4063	143083.2969	129706.6641	122523.6797	130123	110027.6172
P54105	CLNS1A	Methylosome subunit pICln	4.48E-44	485791.875	693727.625	730101.0625	671725.8125	711211	665024.5	734505.125	852878.375	778779.375	668107.125	711112	700143.4375	668389.0625	605526.4375	550943.625	523643.75	553145	546599.1875
P54132	BLM	RecQ-like DNA helicase BLM	2.36E-37	917370.75	1042438.813	826193.3125	929492.75	867127.1875	1037703.5	1053797.25	868189.5625	850562	1027678.25	1009828.375	956584.5	1006119.188	1052581.75	1035313.688	955982.8125	1088873.75	1093110.375
P54136	RARS1	Arginine--tRNA ligase, cytoplasmic	9.42E-35	641164.4375	531423.625	500173.4688	482362.1875	546314.25	604912.5625	481089.125	315938.2813	464789.125	496452.9375	405903.4375	518529.625	613269.625	621932.5	635439.25	590988.625	573714.1875	615733.8125
P54198	HIRA	Protein HIRA	2.60E-25	216691.25	219974.8438	202890.25	187679.4063	228129.8125	230071.1875	223740.0313	200513.6563	261516.5156	208775.7344	220390.8281	220791.2031	217711.0469	229738.3125	239047.4688	182933.625	220976.3438	206123.0313
P54252	ATXN3	Ataxin-3	3.20E-37	62411.03516	55792.84375	62380.66016	55617.79297	58321.83203	51336.85156	68623.57813	53805.14453	52172.125	52160.52734	58225.25	51150.95703	49469.3125	49726.14844	48393.38281	49693.04297	41348.42188	50331.01953
P54259	ATN1	Atrophin-1	1.31E-12	81808.375	53520.74219	51293.25781	38566.26563	29120.63086	NaN	40670.65234	15301.93164	34565.15234	35853.51953	27868.59375	42672.06641	53595.94922	80317.625	23941.33203	32017.42188	23309.22266	55264.19922
P54274	TERF1	Telomeric repeat-binding factor 1	3.84E-05	30704.24219	27667.29688	30730.20117	20328.35938	18229.27539	37973.64063	57277.28516	36974.47656	57694.63281	58552.30859	50025.04688	NaN	59210.45313	NaN	50096.49219	32704.70313	18183.52148	16811.26953
P54277	PMS1	PMS1 protein homolog 1	2.42E-06	23889.0332	39401.74219	31820.39453	5155.372559	16330.74512	48659.27344	31946.33594	25607.6543	27873.93359	28987.36523	30066.98242	11771.99414	25644.02344	19289.39258	18970.75	NaN	16336.83789	NaN
P54284	CACNB3	Voltage-dependent L-type calcium channel subunit beta-3	3.35E-07	NaN	NaN	NaN	1650.257813	NaN	19663.62305	NaN	25457.31445	945.8392334	NaN	NaN	1307.568604	NaN	NaN	NaN	586.6067505	4936.405762	1289.484619
P54289	CACNA2D1	Voltage-dependent calcium channel subunit alpha-2/delta-1	1.47E-17	49225.96484	46987.19531	49609.24609	48459.71875	43371.44141	43424.10547	45468.62891	39086.875	46311.84375	35958.53516	36799.82813	38077.14844	34748.84375	45013.81641	39225.64063	34456.18359	34737.04297	28408.57422
P54577	YARS1	Tyrosine--tRNA ligase, cytoplasmic	2.05E-43	1100560.75	1142761.25	1157914.875	1138726.5	1114764.375	1116394	1075487.5	1089639.125	1065902.25	1090970.625	1063718.125	1088895.75	1026091.063	1029563.75	1029955.688	884994.625	786703.75	872538.8125
P54578	USP14	Ubiquitin carboxyl-terminal hydrolase 14	4.16E-31	691346.6875	728874.5	774463.125	716316.25	697187.5625	713919.75	741949.3125	767194.5	687830.1875	717847.3125	701804.9375	745833.4375	721877.9375	678968.375	771807.125	686048.8125	669033.8125	770308.0625
P54619	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1	5.09E-38	370059.9688	361325.4375	367175.9688	331566.2188	315899.7813	327375.1563	329027.0625	241418.9219	337366.7188	283355.375	327796	303381.7813	289088	324288.1875	296429.375	232776.0625	260170.1719	258783.2344
P54646	PRKAA2	5'-AMP-activated protein kinase catalytic subunit alpha-2	1.16E-27	169890.3906	150066.7344	142498.0156	157172.8594	160911.0469	138266.7656	135449.6094	111402.9297	122961.6328	150532.6406	138809.625	134645.4063	142172.3125	150567.7656	146995.6875	157674.3281	139455.8594	155303.9375
P54652	HSPA2	Heat shock-related 70 kDa protein 2	5.74E-35	9640909	10304934	10622522	10642037	10014482	9205649	10702523	11113304	10707671	10646936	10790560	10194067	9981989	9901977	9625709	8292982	7887914	7820543
P54687	BCAT1	Branched-chain-amino-acid aminotransferase, cytosolic	1.96E-36	337920.8438	340198.9063	300971.875	393272.9375	347827.9375	336816.1563	286240.6875	309230.625	322533.5	332197.0938	304225.7188	347383.5625	326923.5938	300576.5	328489.875	279652.875	264530.4063	286010.9063
P54709	ATP1B3	Sodium/potassium-transporting ATPase subunit beta-3	9.81E-24	367078.8438	299396.5	293470.625	285712.4688	312626.2813	328096.1875	240654.3438	181805.6406	252508.0156	302625.625	245387.9531	291156.75	338061.0313	322897.8125	352581.3438	294838.0938	278657.7188	285971.1563
P54725	RAD23A	UV excision repair protein RAD23 homolog A	7.98E-40	289921.8125	325001.4375	317114.25	374528.125	362819	315089.5625	345306.4375	373744.7188	397181.6563	323697.4688	340314.6875	321875.6875	304884.25	302497.6563	304831.7813	302248.0938	282176.2813	242608.7344
P54727	RAD23B	UV excision repair protein RAD23 homolog B	1.59E-25	711160.25	783356.0625	890167.375	840242.5	926263.125	736653.625	878528.0625	944967.75	956778.875	766156.625	816336.8125	811292.625	707260.75	702793.5625	682944.5625	604687.5	650724.0625	620221.3125
P54760	EPHB4	Ephrin type-B receptor 4	2.69E-09	10077.83203	54083.37891	51296.48438	34288.07813	NaN	82423.67969	28541.31836	NaN	NaN	43804.64063	32027.79492	NaN	19650.37695	44941.76563	39275.28906	35914.25	NaN	NaN
P54762	EPHB1	Ephrin type-B receptor 1	0.005423382	NaN	NaN	495315.375	NaN	NaN	382884.9375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P54802	NAGLU	Alpha-N-acetylglucosaminidase	3.39E-06	323439.75	329364.25	400475.6875	459934.4688	498914.4375	395112.875	NaN	NaN	670706.5	NaN	408880.4688	473474.7813	455022.0313	1340115.125	410218.4063	334940.9375	302281.2813	319053.875
P54819	AK2	Adenylate kinase 2, mitochondrial	4.18E-53	1477757.375	1650066.125	1673755.125	1626036.375	1583577.875	1467572.75	1694234.75	1846526.375	1771838.125	1655579.375	1700643.125	1588420.25	1410240.5	1415744	1407527.875	1445456	1471158.125	1564628.375
P54886	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	2.34E-43	2886452	2719200.5	2848225	2675638.25	2689576.25	2816987.25	2622578.25	2690243.5	2662679.5	2420392.5	2160168	2852915.5	2904638.75	2900036	2815335.75	2672576.5	2775914	2860679.5
P54920	NAPA	Alpha-soluble NSF attachment protein	6.54E-33	278081.3125	268840.2188	298213.5313	303937.875	278972.6563	286347.0625	284195.6875	321419.375	310351.9375	309548.8125	302008.25	338396.0313	302496.4688	310264.6875	305270.2813	293524.875	278005.5938	301093.1875
P55010	EIF5	Eukaryotic translation initiation factor 5	2.49E-50	507478.625	544696.6875	497145.4688	541123.125	515720.4688	517792.4688	574492.9375	557021.8125	535177.375	570858.625	572605.1875	559906.25	539225.125	532464.25	497288.375	536824.3125	524062.9063	523203.8438
P55011	SLC12A2	Solute carrier family 12 member 2	8.29E-33	172076.9375	166077.0469	157666.1406	156670.4844	164409.2969	174384.6875	160773.2188	135664.875	143192.9688	150670.4531	125410.0703	143968.0313	169798	182501.8281	169281.6406	164060.0781	178527.4531	189831.3281
P55036	PSMD4	26S proteasome non-ATPase regulatory subunit 4	5.64E-30	677808.8125	720298.8125	757248.1875	725948.3125	688182.125	668903.875	768460.125	821584.0625	796116.5625	693950.5	735680.5625	681870	630657.4375	649820.0625	605908.5	669051.5625	664684.125	655410
P55039	DRG2	Developmentally-regulated GTP-binding protein 2	9.86E-32	496715.875	464070.8125	456970.1875	447087.6875	459134.9063	491188.1875	438496.9375	377625.8438	433103.125	452756.875	400217.2813	435828.4688	450325.4375	463386.4688	476820.2813	441787.75	406904.0313	464134.0938
P55060	CSE1L	Exportin-2	2.54E-34	3291000.75	2437408.5	2265124.25	2167172	2505638	3050143.5	1881613.375	1194875.625	1991732.25	1981623.125	1487294.875	2365173	2959910	3178760.25	3384951.5	3089270	2915083	3227327.25
P55061	TMBIM6	Bax inhibitor 1	1.27E-12	40970.65625	37124.08203	37439.54688	27207.95313	40188.18359	31616.53125	36205.94141	26210.42969	NaN	45844.14063	31059.3457	44874.14844	32766.89063	36441.13281	18554.80273	44348.99219	15590.11426	18623.13477
P55072	VCP	Transitional endoplasmic reticulum ATPase	9.40E-46	957331.875	1052921.625	1018376.563	1062607.875	1008105.063	922626	1107957.625	1159626.5	1116938.5	1087376.375	1135612	1026615.375	980149.125	942759.8125	903611.5625	950208.6875	951012.8125	967715.5625
P55081	MFAP1	Microfibrillar-associated protein 1	9.78E-37	185573.7031	181638.7969	185696.6094	181661.9375	180375.1094	175114.4375	194746.4063	210833.4219	199812.9531	190121.2344	210746.2656	174485.9063	185705.4531	183494.6406	171386.2188	194256.5625	196800.2188	205299.5
P55084	HADHB	Trifunctional enzyme subunit beta, mitochondrial	1.79E-41	456380.375	485371.5938	490154.3438	507253.2188	489738.2813	474571.2188	526932.4375	545825.5625	512899.3125	545221.625	515115.9063	523363.5938	505141.5938	491954.875	498552.9063	586749.9375	557984.0625	559293.375
P55145	MANF	Mesencephalic astrocyte-derived neurotrophic factor	1.74E-35	573657.5	642079	653242.75	618245.0625	603010.5	545600.125	625810.8125	701903.1875	634441.5	687618.4375	690097.125	614035.5	584576.875	591896.1875	565480.0625	439549.625	478585.4063	474406.625
P55196	AFDN	Afadin	9.86E-34	729196.8125	733096.625	698352.5625	768801.0625	705304.4375	757013.5	677174	596845.25	615040.75	678370.75	671989.1875	653048.125	611029.125	628135.8125	637735.5625	602276.0625	594204.3125	623555.9375
P55197	MLLT10	Protein AF-10	7.20E-05	42772.0625	38872.37109	43871.76563	45363.98438	37094.62891	72246.52344	NaN	23722.125	75058.91406	NaN	34916.80469	NaN	NaN	52278.45703	54340.39844	NaN	NaN	NaN
P55198	MLLT6	Protein AF-17	0.000337883	151506.8125	NaN	NaN	NaN	153456.3906	124654.8203	NaN	188262.0938	213231.7969	149725.6406	177941.6875	NaN	162540.3906	NaN	192494.2031	161281.5625	112841.7891	210695.2656
P55199	ELL	RNA polymerase II elongation factor ELL	1.03E-32	1101768.875	1007965.188	1018077.438	1085918.625	1137144.875	1053520.75	1126465.75	1032769.625	1120472	1090740.625	1039517.813	1113919	1048431.75	1081686.375	1064010.125	1068516	1289855.5	1078360.25
P55201	BRPF1	Peregrin	4.75E-27	350059.4688	349707.625	418739.375	399074.9063	363867.1875	393496.6875	351622.3438	374027.7188	342866.6563	345015.875	360071.5	318698.875	285618	290847	333321.5	244545.5469	268620.9375	252455.4531
P55209	NAP1L1	Nucleosome assembly protein 1-like 1	3.58E-29	2022910.375	2128684.5	2222781.25	2213959	2160977	1963222.5	2247367.5	2428213.75	2272642.75	2255565.5	2284735.5	2059312	1916164.375	1855462	1817418.125	1541894	1476491.375	1575892.125
P55210	CASP7	Caspase-7	4.16E-36	800936.125	782040.9375	677268	790627.5	725823.6875	678304.5625	750599.875	774277.6875	697996.4375	805257.25	694246.75	726144.5	724189.3125	752040.625	647446.125	702173.375	606912.5625	702496
P55211	CASP9	Caspase-9	7.46E-23	174993.3906	194865.7969	202351.2813	225811.8125	231234	217926.2969	137166.7969	167739.6563	168974.9063	156011.1406	214636.7188	151839.2813	225249.4219	219427.7344	255705.0469	285296.3438	226619.2031	249214.0469
P55212	CASP6	Caspase-6	9.91E-46	128505.6484	122084.375	153144.3281	132968.5	125720.875	138643.7031	134096.9531	128404.3125	149418.3281	122195.3281	144034.9375	138731.625	138345.0938	124235.2656	115105.0781	136336.9688	133349.5	144841.25
P55263	ADK	Adenosine kinase	1.42E-38	169405.3906	193385.5781	192274.7656	188329.125	174672.5938	175407.7344	163795.6563	170424.2656	169439.2813	168804.1094	167348.0938	171575.25	162180.6563	161878.0313	164300.0781	151590.1406	144420.4688	149190.4531
P55265	ADAR	Double-stranded RNA-specific adenosine deaminase	1.30E-43	785368.4375	723534.25	696419.4375	679792.0625	730245.6875	787479.6875	670341.3125	502823.5313	632533.8125	699988.625	636045.875	713987	806350.3125	825816.5625	837662.375	951630.5625	917591.5625	1015557.5
P55268	LAMB2	Laminin subunit beta-2	1.03E-14	115309.5	91618.65625	75968.70313	83216.75	86288.16406	80373.86719	84030.03906	79150.79688	81254.42969	79045.50781	89246.10156	60601.37891	67254.92188	63208.84766	67908.17969	62866.17969	59203.44141	58796.14063
P55316	FOXG1	Forkhead box protein G1	2.00E-12	68948.96094	NaN	31280.45898	NaN	NaN	NaN	74099.85156	19306.21094	19446.24609	18386.41406	6475.641602	NaN	26169.92969	36945.55859	NaN	22590.90234	92727.21094	22021.45117
P55327	TPD52	Tumor protein D52	2.65E-29	252844.8906	309912.3438	290730.5938	307337.2813	277934.2188	271882.9688	292583	285077.625	298614.5938	292165	254923.2031	245399.8125	241318.75	233434.4844	237375.2969	203745.2344	186792.7969	211868.5938
P55347	PKNOX1	Homeobox protein PKNOX1	5.23E-30	104313.4609	125065.75	114029.1016	131565.125	120020.1563	125785.5859	109535.8984	129683.1641	107261.6094	120880.7266	115204.9688	111322.6406	127164.9219	122818.6406	111583.5078	120201.9609	103569.9609	102431.9453
P55735	SEC13	Protein SEC13 homolog	6.00E-33	471711.1875	547748.0625	569061.125	525749.5625	505587.9375	511093.6875	538169.4375	570383	498279.8125	566398.1875	598755.875	562870.0625	492885.5938	527364.125	462380.875	448066.625	426561.6875	449071.0625
P55769	SNU13	NHP2-like protein 1	2.50E-27	1020411.063	1006583.5	1022489.813	1045357.063	976247.125	931773	1071964.625	1155475.375	1073189.125	1035695.25	943968.3125	859625.75	856693.875	856771.5	862940	829856.625	871319.875	949331.1875
P55786	NPEPPS	Puromycin-sensitive aminopeptidase	4.64E-34	743495.6875	705580.1875	718223.625	693461.125	716900.5625	725649.9375	647562.5	569025.125	647398.8125	684751.875	624325.4375	693501.875	685626.9375	709006.3125	740574.375	700285.0625	658247.8125	696784.125
P55789	GFER	FAD-linked sulfhydryl oxidase ALR	8.68E-34	28852.62109	32132.64258	32936.07422	32755.68945	36466.04297	27257.20703	35200.64453	33280.625	27570.38281	30754.89648	26866.65039	29568.07813	21999.21484	23390.28906	20482.5957	16398.94336	18862.30078	21970.00977
P55795	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	2.11E-39	237654.9063	255899.4375	243922.0156	243021.2031	252193.0156	263333.5625	267475.9063	330217.4375	290741.5	252572.9375	270198.0625	248150.25	251072.9375	242624.0313	206466.5938	201514.5625	251792.9844	253886.2813
P55809	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	7.14E-22	214562.9219	69203.02344	84933.27344	64236.23828	41283.36719	71758.07813	49669.14453	44365.48828	73530.38281	48532.91016	65224.07813	NaN	45875.70703	NaN	NaN	NaN	NaN	NaN
P55854	SUMO3	Small ubiquitin-related modifier 3	5.12E-24	208876	215283.4844	250695.3125	228447.8281	201235.3906	222559.9219	239951.3906	235962.5625	262305.0625	241304.375	243735.7656	260659.9531	193370.5	252540.7656	241959.5	236906.9688	224276.4531	224616.7031
P55884	EIF3B	Eukaryotic translation initiation factor 3 subunit B	8.15E-29	1255584	1268821.25	1426965.75	1378935.25	1370204.875	1288524.25	1336065.25	1422446.625	1378531.75	1440237.75	1374737.125	1412464.5	1307704.125	1322797.875	1320283.125	1128759.75	1021568.813	1092541.25
P55957	BID	BH3-interacting domain death agonist	1.25E-30	38635.45703	47922.66406	53195.25391	52470.53516	49825.51953	48783.85547	42648.17578	32925.70703	35870.73828	48341.92578	40287.57813	36168.58203	52198.83984	55846.64063	45205.98828	51136.85156	44299.23828	47445.91406
P56134	ATP5MF	ATP synthase subunit f, mitochondrial	1.22E-27	185190.2969	171860.6094	138866.6406	151603.8281	157359.4844	155436.1563	155610.1563	110566.7891	153343.7031	132450.0313	136720.0625	143277.8281	177544.2188	161677.9844	172737.3281	219342.2344	213516.1094	214509.5781
P56177	DLX1	Homeobox protein DLX-1	5.21E-39	127276.8984	94324.875	100106.6328	137944.5469	109387.2344	128715.4063	115130.4531	151298.6094	130883.9297	128835.8047	129310.7109	126437.2891	106175.5313	99240.60156	142456.7188	55018.71094	79739.28125	70499.79688
P56178;Q07687	DLX5;DLX2	Homeobox protein DLX-5;Homeobox protein DLX-2	2.42E-14	185653.5625	227116.0156	233318.4844	192610.9531	225918.125	253334.6875	238701.5156	206411.8125	244704.25	287726.9063	278029.9688	213241.7031	308173.5313	243899.2813	236250.3281	274383.1563	200193.0313	246417.4063
P56179	DLX6	Homeobox protein DLX-6	4.22E-07	374200.4375	315779.125	340445.2813	418483.3125	333943.2188	291193.9375	294058.3125	401026.0938	338199.3438	404555	366510.0625	360134.4375	231820.4063	286555.7188	398176.9688	388793.5625	389412.375	225224.6719
P56181	NDUFV3	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial	2.75E-36	31743.62305	38811.08984	40918.52734	36922.58984	40087.01563	34815.08984	34814.79297	42246.72266	38801.64063	31677.32227	39141.35547	31908.46289	24154.18945	27525.14063	30333.73828	31832.01563	21699.67578	30129.48242
P56182	RRP1	Ribosomal RNA processing protein 1 homolog A	4.01E-34	324150.0313	295032.4063	303999.75	337899.1563	324563.8438	339078.9375	334867.25	303580.8125	308309.9063	302818.6875	286527.7813	310679.25	294080.2188	285414.8125	292841.0625	250876.3125	291656.375	266585.25
P56192	MARS1	Methionine--tRNA ligase, cytoplasmic	2.15E-47	690589.5	573565.625	577609.5625	531030.5	604701.5	657240.3125	506122.1563	393035.3438	479054.6563	517694.7813	459256.7188	567409.1875	610760.375	648904.8125	657768.375	558624.125	571037.6875	618468.25
P56199	ITGA1	Integrin alpha-1	1.74E-13	30794.42773	76737.71875	34065.52734	46156.60547	17737.29297	24912.84961	32846.88672	27314.23242	28628.93945	54659.00781	19099.74805	24333.13086	41779.95313	61168.92969	25812.55859	31876.875	20816.11914	27409.66602
P56211	ARPP19	cAMP-regulated phosphoprotein 19	1.84E-31	31130.18359	35244.61328	49726.57422	33863.88281	42676.49219	43687.11328	46234.77344	54421.52734	53887.57031	43505.01953	49407.9375	38889.36719	40302.87891	29252.04297	35861.04297	32448.57422	34924.625	26629.71094
P56270	MAZ	Myc-associated zinc finger protein	3.32E-26	230244.3594	191677.875	182662.2656	212920.6719	221037.5156	217850.4219	207137.0938	186453.25	186019.5	177324.8594	209385.8281	148434.5	177079.1719	174453.3438	168135.7344	166602.4375	133593.7031	143967.3594
P56277	CMC4	Cx9C motif-containing protein 4	1.15E-40	72879.53125	84968.32031	104840.8125	98169.4375	74739.94531	73508.07031	119942.6797	129766.8984	77034.69531	189053.4375	136004.0156	104694.2656	84168.42969	114096.7031	78098.82031	75184.64844	103940.3984	97710.54688
P56282	POLE2	DNA polymerase epsilon subunit 2	3.87E-38	120622.9531	102251.4141	89587.40625	88395.53906	116245.1563	105315.4531	106172.0234	82755.875	106388.75	91334.77344	92752.50781	101707.25	91233.10938	117019.0078	107033.4609	98211.95313	88539.98438	95924.60938
P56377	AP1S2	AP-1 complex subunit sigma-2	4.13E-31	244846.0938	214004.2344	230481.0781	198438.4063	214324.4531	258054.7813	219662.7031	153539.9688	182307.2969	237119.1094	214150.3281	197118.4844	278047.1875	340234.3125	249413.7969	277044.0313	285151	239055.75
