Accession	Description	Sum PEP Score	# Unique Peptides	Y1L_1	Y1H_1	Y1L_2	Y1H_2	Y1L_3	Y1H_3	Y3L_1	Y3H_1	Y3L_2	Y3H_2	Y3L_3	Y3H_3	Y6L_1	Y6H_1	Y6L_2	Y6H_2	Y6L_3	Y6H_3	Y9L_1	Y9H_1	Y9L_2	Y9H_2	Y9L_3	Y9H_3	Y24L_1	Y24H_1	Y24L_2	Y24H_2	Y24L_3	Y24H_3
Q9UQ35	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2	702.272	60	362496568.1	49328277.91	377560306	42760573.09	439373483.9	56143277.88	338718201.3	62107898.14	314165450.8	64931142.4	323346765.9	46964268.1	354548446.3	115127224.6	289339406.6	92663383.45	274780210.6	96739683.98	271972885.5	130632105.1	220704367.8	100246678.9	284149825.5	120337944.3	144964352.4	206741371.3	148144554.2	225078923.1	162977868.7	253423243.8
P18669	Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2	696.16	12	496149105.3	11436636.06	622856703.4	12192663.63	615417346.1	13071700.69	570991267.4	38375567.81	594805155.8	40479748.25	554205690.1	36691836.75	614642186.3	92456611.56	544549944.9	85569868.25	514961348.6	85293127.56	479510059	125059930.1	429227043.6	107035110.5	527339808.9	134782894.8	331260463.6	291291397.1	332731951	299234730.1	356696301.9	318479004
P41250	Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3	695.707	49	349231848	460728986.7	353813603.4	283092421.4	389868983.4	253689644.7	284772628.3	24857793.23	305874880.3	362859817.3	311782632.7	558198422.2	331953253.6	66966682.75	296289897.6	636957304.8	337020761.4	1215994021	311894561.7	114310904.5	290184228.1	1277672969	357936328.7	705888329.3	210752274.8	257365724.3	191086338.7	268738693.3	243087570.7	289981133.6
Q14103	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1	693.798	26	607488778.1	31350761.59	629860806.9	35765219.45	644327257.8	35745208.88	522854962.6	65490065.59	548147795.8	91107820.22	548675271.4	60359714.77	575493021.3	118980184.1	536452323.1	122691466.4	523985497.8	116026261	497602521.2	171412352.8	434398880.9	148377417.8	523989768.2	178901365.3	315676199.3	339130301.8	348484592.1	407309724.2	386921051.9	421393066.2
O00571	ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3	693.083	47	441683170.5	18963882.75	465426427.1	20131273.47	562308168.4	27133363.58	555241026	66427936.63	533689483.4	65591362.25	508752026	59122668.61	558784309.1	148855512.7	497316248.5	132273544.6	473046260.4	129862883	410968005.3	183571761.4	389313667.7	175658015.8	469158065.7	224352259.1	229982084.3	445621249.3	241807356.5	474038594.1	253176800.4	486172270.1
Q15181	Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2	689.604	29	642609169.5	16237567.09	804495631.3	31143832.09	859941231.1	44408783.72	687774873.5	66624790.56	667727261.9	104551121.6	643392644.6	95164586.33	720372493.5	120956855.7	645990178.9	164206427	611989479.7	74278679.66	594071031.2	145371395.3	506365928.6	138220803.1	602133471	174706664.2	352383600.6	325264703.8	369606692.3	348091204.3	403406144.4	318071563.1
P08729	Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5	689.275	37	394382525.7	35231864.89	391557017.4	41941535.59	459869402	56617277.66	358723553.9	53514512.4	400536740.7	62850705.47	357966822.5	52926108.55	394591346.7	107439113.2	361912129	91947631.14	372205782.7	98324103.94	315738718	133487297.5	273212444.5	115256265.3	316962924.6	135520931.9	191174381.1	242685089.8	206988492.3	275572166.3	238419850.9	313328165.4
P78347	General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2	687.886	63	277864924.1	28100606.72	301786913.4	26342090.5	326646307.4	24673352.39	236208912.6	35248313.06	234966925.9	30435516.63	225143541.5	27456796.2	226736743.2	55927788.66	207572482.6	54017210.7	200567629.6	55911268.13	183442445.7	93171625	164371550.5	71841286.64	191667258.1	90038143.53	104276132.5	180804308.2	98523312.19	194535576.9	112350460.8	204548765.7
P24752	Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1	687.456	35	342508182.8	4541401.238	350986290.4	3984901.25	388804158.4	4246443.688	284636242.4	14753306.08	276313135.3	12719617.34	286496040	13537783.88	322440817.6	36149552.82	292280235.5	36446781.67	256780563.6	40086579.54	284581508.4	74940028.58	202025742.9	47228224.66	257940415.2	65606765.49	177758316.1	230827810.6	174322709.8	221155378.7	198341493.8	251528173.2
P05186	Alkaline phosphatase, tissue-nonspecific isozyme OS=Homo sapiens OX=9606 GN=ALPL PE=1 SV=4	686.469	31	525275265.6	28248619	507376552.2	26510212.53	580815044.3	30662851.35	418968177.5	59468443.86	431811804.8	58938584.45	464595846.8	68422731.3	451969867.2	142045251.9	361049557.1	122366259.7	388352826.3	136673314.7	365122153.2	207011623.6	317062267.2	174393279.3	365504018.4	203570342.1	164675302.1	452467375.8	179942612	488475711.7	198759182.9	548826595.4
Q9Y3F4	Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1	685.904	34	408606199.8	14392601.47	453866758.6	16424555.44	504436924.8	21242142.44	369209201.7	35666213.61	385095804.6	35468809.94	363390785.3	33641830.28	395425907.3	79254159.84	332001322.6	74932687.66	352239080.5	69272643.94	325263415.1	113382778.6	278782878.8	94310251.78	344678401.1	117776817.9	176427142.5	247990308.5	178723478.3	258623175	175378990	262588658.3
Q14974	Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2	685.67	34	572946621.4	165585165.2	611027761.6	186336994	753918235.1	250946091	617129239.7	158897992.3	602571621.2	179840267.9	542262024.1	179697962.6	692345850.2	233074808.5	572739081.1	226376159.9	573560549.7	198808947.9	540077731.6	320436816.1	489691219	293131518.2	562405708.7	296344654.5	317297054	438846180.3	341645043.9	470363692.2	399800159.4	519088065.5
Q92499	ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2	680.196	51	222496211.6	19322906.69	226615137.9	22750567.58	278962365.8	19754561.14	225163405.7	34327749.46	225442072.6	36530497.95	214001841.3	39317362.42	240197632.9	58382814.68	198823225.4	53468279.93	203970492.2	51893649.5	203252274.1	65712773.61	163903858	59823109.3	211543799.9	67755437.95	132120000.1	138766297.6	129168398.5	149852802.5	145824860.1	154691856.7
Q9Y520	Protein PRRC2C OS=Homo sapiens OX=9606 GN=PRRC2C PE=1 SV=4	680.128	76	121112302.7	7436816.291	137912145.3	8115758.391	164921494	8160118.375	121369458.2	14748203.07	118915034.4	18745272.06	103192231.1	11671617.28	114041525.3	22899240.63	90118392.59	24791845.53	102794746	26213381.43	85826705.82	40997278.03	75404448.49	34749905.28	89786146.61	42200698.38	28162214.72	69418685.84	35484610	80872338.14	30181955.88	86806095.56
P09211	Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2	678.97	17	1601592645	36992570.69	1667361915	33319206.63	2164675751	30582208	1787589976	125618870.1	1674721394	122825283.4	1979164766	144376972	1929820659	320477275.9	1816512305	310515717.2	1625637247	279830562.2	1563351100	454970072.5	1303510432	335302900.3	1949771490	551748281.9	1163635868	1276219948	1129694536	1174248583	1312041969	1390640102
P04083	Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	676.312	36	762942749.6	13899583.47	852705333.3	15663760.54	1033647446	18336787.02	833481353.5	48158706.93	897632623.9	68247000.52	773607752.8	51766145.64	829346419.9	182763703.4	635231080.4	135249606.2	828033070.9	140181594.2	779717140.4	232585574.8	619212787.6	181259337.5	733507764.1	219632765.9	462337917.5	474085065.3	468755018.9	489459404.1	510289442.5	532539795.2
P06753	Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2	673.336	11	247816197.8	4991291.328	281904754.9	4974711.438	330945750.9	5263173.297	253108835.9	18463762.47	248414626.8	17771797.64	230649917.3	17096172.11	271342465.2	51149389.31	221446352.6	41260898.14	227871306.8	44748719.41	217194284.2	72406861.42	187420936.3	65893907.27	219466149.8	70757513.5	134226388.3	174077650.8	136025264.8	178698480.2	136404951.5	181330966.7
Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1	672.974	61	408078543.1	21276272.17	419484350.9	12213919.88	476941781.4	17586959.97	380283435	33851682.92	382441139.2	37675831.59	389425240.7	26472758.73	411916057.4	82326495.19	395269080.6	70427614.08	364342126.4	76881073.13	365614327.7	113204891.7	315441787.8	95942017.66	413434999.8	116728335.8	245550374.9	261758003.4	280982237.6	298654523.3	301097422.6	336426591
Q05682	Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3	672.971	47	201338901.6	12134121.02	213317918.6	13313323.31	244954862.5	13535992.94	188102721	25692796.47	191644963.2	24815466.06	180766704.8	31934309.02	209646560.3	58645204.52	181448973.7	54020153.93	178548773.9	64613015.46	164732117.4	80798757.01	152304312.8	77475150.34	170646035.8	84474012.89	89684907.52	202701194.9	95799996.7	204530296.9	106817221	238015126.6
P63104	14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1	670.918	23	877597107.6	25604185.06	1017742105	14598953.36	1109475631	18757494.94	830922401.6	61507661.13	830161062.9	62063937.28	780731013.5	59071231.53	914380084.2	168264043.2	802997806.1	147095994	804655053.2	148563885.8	805715452	258553365.3	687811910.4	219117412.5	817569134.7	255535347.4	494899349.5	558732666.4	507240181.6	592292363	549412380.9	635184790.7
P34897	Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3	668.941	38	448290796.3	28993964.75	474747191.8	28996102.84	497547386.4	33313781.69	378475197.2	47291236.33	397930192.3	41573273.86	421858312.8	38515485.98	410516520.3	94096340.16	378470846.4	95693641.28	353495288.7	87717871.63	325276685.1	113776452.7	268731231.9	98182099.28	353016416.7	122122175.3	191956800.8	212513548.5	199038097.2	262447272.7	194556937.2	250447638.1
Q16658	Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3	665.492	39	821501243.3	29211190.89	875961037.2	25266709.73	1027818194	36130860.11	805317211.5	63012568.61	757853484.4	61205009.09	720768672.3	63401695.59	872042887.7	148675253.7	722909279.9	132423982.3	706667012.2	136532287.4	765159562.4	237849016.4	590105812.3	186015700.8	753165859.5	234920617.8	461506423.7	523103656.1	469303465.4	560615676.7	532651742.8	613763176.2
P26640	Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4	661.792	58	258146290	16123107.17	302319314.7	13879243.69	331638260.3	16431148.03	258005319.5	23831835.38	259050282.8	18970569.63	233584105.3	21449066.7	292525900.6	50593793.53	242361311.4	44961446.23	238384630.6	47210854.98	241284198.7	73211531.66	201450706	65951953.47	253504535.1	74716153.38	147774904.5	167754854.3	156712294.1	172680732.2	163395739.7	175496351.1
Q16881	Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=3	659.206	34	339471084.8	10972045.73	392113826.1	11253337.38	490856309.6	12076146.59	337663567.2	31519090.16	340658627.7	44128088.52	396885197.1	32392488.97	393500156	79467313.28	390297457.3	91470062.16	333606149.7	76741749.56	295872500.7	93220930.06	264949401.7	82169031.22	322427920.2	106347518.7	206225479	168553064	230663594.6	190142481.4	240694614.3	201966959
P53618	Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3	658.236	46	182535602.6	32681247.28	202205542.1	27766200.16	239412301.9	36363712.2	220809085.7	34666006.78	234452491.9	41192232.27	197345994.3	38677265.05	261703353.6	62502800.25	214835087.3	44225342.88	210137684.8	50526393.21	202701440.1	76188493.55	176670925.3	76169498.16	213135855.4	92850899.77	128987992.3	179389426.5	133324816.2	173784339.4	156470942	198099237.7
Q8WWI1	LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=3	654.643	55	202851606.4	17096933.39	215233991.8	19118627.25	241107522.7	23135830.47	163984107.5	20920800.31	182105051.4	27039305.02	171711348.2	27334687.08	162725329	45098556.41	153698610.6	35026560.11	153430325.2	41829870.13	134014803.9	72980048.97	115098074.7	57653951.56	132782794.4	66559078.06	62220723.27	112824586.5	64979934.03	121422270	67507453.05	129116957.9
P23528	Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3	650.994	20	1583374270	38236115.43	1749126087	59409938.82	2033651347	46525346.37	1622065166	99246443.73	1566246364	132865158.4	1417614880	101919277	1754822708	317736291.2	1461780281	279225896.4	1459577474	274324973.1	1338389452	419687943	1128891392	352260314.2	1257159579	411210604.9	787287509.3	959181545.1	758747057	919955526.3	911941592.9	1081479993
Q9BXP5	Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1	649.848	58	264145145.7	9966192.055	270526674.9	13192451.57	318478565	8075458.258	240979565.3	15232873.02	252184730.9	150941127.9	246172373.4	11634300.5	247760596.7	37163114.72	217947708.6	29962787.73	241986192.6	29154846.4	219133512.7	52737638.06	200774121.5	48135376.94	233772241.7	59715557.69	142709330.1	130198118.8	151679633.4	142897848.5	166731003.4	150253012.9
P04843	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1	646.454	49	574499766.2	22042168	535934022.6	19073275.63	618457871.3	22332257.95	518359722.8	42283949.48	526781893.8	46270209.47	531113834.3	39465860.54	551870964.2	108945062.8	500756668.6	100109887.1	479290320.5	94050058.67	462941044.3	140651386.8	418321621.6	132387566.6	462619722.5	149659505.9	301129444.5	396955946	287280491.6	420334682.6	340946564.3	456866512.8
Q9UHD8	Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2	642.123	49	299235564.9	13187953.34	325439577.2	12991028.43	368940429.6	16104158.17	304006154.5	26617288.8	279915489.8	23401203.88	275335633	24775027.19	340357282.7	55226282.67	272753306.6	37687680.05	273783713.5	46241516.25	266826237.8	73420255.23	225522183.8	62213342.28	268372437	65525040.22	162604743.5	147792369.2	162552074.2	168903257.5	191985785.5	176190340.3
P31689	DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2	639.698	29	394647296	29961108.34	390161695.8	19015299.12	431292969.7	40356823.28	364233049.2	57182208.28	368036315.8	46842290.41	421452791.8	59885143.89	404417848.7	103415634.6	332090833.3	87524772.28	363811973.9	107605420.3	298263936.9	117033069.2	207604159.1	112466379	251532609.6	131694025.7	137923595.5	278772402.2	142635091.7	292560448.8	167166280.2	319773840.9
P54886	Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2	638.646	42	267387046.4	14521597.34	283319878.9	13041561.54	335270533	17359107.41	310917826.7	32397722.73	286936752.7	28335055.54	258386388.2	28301212.63	325905190.6	61558034.5	274796857.1	52117734.97	267272970.8	53184072.78	254399460.8	83964012.66	205618296.1	66526661.91	253591911.1	88238659.13	166886682.6	188986930.1	177234767.5	201789573.6	192884928.9	223406678.8
Q15459	Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1	635.208	46	239394620	25433301.41	256487004.1	23476340.54	278888378.7	29059593.38	228394526.3	28382184.27	219781658.7	34233857.05	220576811.3	27482373.45	249043076	48836961.05	217758273.4	52293015.78	204255771.9	41833229.41	221199796.9	64851430.16	176915837	53745100.41	209581382.9	53900160.9	157628924.4	129890964.5	173622970.2	141138026.4	203851167	150601333.9
P31040	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2	634.388	35	325990015	15076782.34	313464358.2	12954710.75	370279441.9	16663092.28	281322977.7	49646510.71	251495731	51587807.97	265230895.2	50788978	263286210.9	105498357.5	226376017.6	97990555.73	228777327.7	104680984.6	234681737.2	149382988.2	192461024.2	122708596.5	203049003.3	163218701.8	85484865.16	267167060.9	91185858	299350319.1	108540923.2	313351777.8
P36578	60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5	633.915	36	709402349.9	29370894.91	717063269.4	27416597.89	1123979299	44247089.42	1005746977	110018186.6	945925686.2	104202795.1	838133232.9	98252033.98	1230414668	266899610.5	921227128.5	196926604.3	992061611.2	228283921.9	969672712.4	328748559.4	797300293	271635932.3	976106742.5	354129265.6	746284071.9	834274680.4	747994578.4	854336320.9	838939299.5	910029561.4
P27824	Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2	627.46	37	756614742.4	21451624.79	769579256	27297302.66	799445288.5	44920348.98	681804984.2	63047785.56	644198748.4	68785113.68	698250740.2	67675346.89	693068608.1	118550216.5	601173191	118991878.5	596356350.2	92896893.78	583131372.1	167338158.9	537549718.8	166256158.8	580622301.1	174795621.8	405961206	530320483	392392391.4	497468800.4	457276350.8	550782804.5
Q07065	Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2	627.152	44	195879632.2	8193293.656	197498921.6	10363420.35	229605109.4	5816559.344	191418559.2	9844755.828	190283746.2	13612823.65	175113472.7	12525301.14	199097430.7	48767733.38	171873803.8	35101963.76	180663419	38111192.97	167455829	57596500.13	139004529	60791010.53	174377923.1	59414742.29	100707363	138833419.9	99103550.11	151580745.1	113366959	156126845.3
P12956	X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	625.995	46	400602632.2	13310315.25	406545974.2	4663957.375	466133539.3	4700704.906	352385730.2	23437585.25	366774236.5	27546537.25	342700864.3	27638184.78	386412617.2	60147732.68	329176709.1	55711802.03	338732813.2	53431191.26	324658304.7	91513086.22	296832113.9	77258408.5	333250927.6	85414208.45	207454751.6	200438531.5	231863230.1	225021014.2	246003680.8	257048807.9
P61247	40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=2	624.682	34	3841255138	54929612.7	3794198774	54619138.72	5143756146	64656878.13	3611464305	130210858.9	3599722981	114660916.5	3474417437	119905969.8	4512865386	293869069.4	3390116175	253725699	3686545623	277130935.6	3798541927	403311398.1	3506406000	326753010.5	3931008266	425457014	3257737906	905201472.6	3589952109	972630892	3840712842	1051845384
O15067	Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4	622.68	50	190470513.1	16816465.33	231382706.8	23355223.52	244539173.2	18081708.39	224655526.5	19360557.41	214828476.5	21473897.37	196163832.9	19462362.13	224731380.3	47937633.63	202947613.2	34055068.44	215336429.4	42062163.89	194649859.7	61159339.09	186940391.5	54092871.5	232567322.3	62641608.7	206143382.7	150221363.2	223599673.9	117598208.3	268974878.7	121486277.3
P17980	26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3	619.833	35	359985888.8	28435155.84	423425784.5	43331220.06	448652624.6	59478827.66	328422886.9	42632859.5	329053118.3	74685354.75	293607418.6	60867469.63	334226093	110112265.7	278707645.8	86978365.58	268611249.7	103230018.9	256287659.3	126295825.6	242170327.1	110494548.6	242512142.9	110036116.3	139204463.7	233046357.8	145634572.3	220983282.2	170011430.7	239440104.3
P23284	Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2	615.638	27	895610434.1	21241484.66	988376537.6	35806893.22	1160436832	39928213.81	910938589.8	90863905.59	895449967	85375780.22	881268245.8	93965619.55	890228593.9	220292075.4	731679293.8	180904722.6	795045959.5	190195749.8	850985656.8	330043371.9	689834157.1	276137383.1	793643907.6	321611246.8	534585624.6	893503275.6	560551321.1	933790054.1	602302993	990565097.6
Q9UMS4	Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1	613.85	30	498636176.4	19055544.61	508043435.2	13484037.09	525562436.5	9833739.078	395910738.1	33496526	373860762.8	26043973.94	398106154.8	30240754.38	424682670.3	73096946.44	371717902.8	58511819.5	355498922.5	64480771.28	367130273.6	103826575.9	340641047.5	97231530.75	381668570.5	110636952	205749642.5	217328281.5	228523370.5	236190524.9	255853747.1	257590179.1
P62258	14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1	613.641	26	574860474.5	19885819.53	650537147	25337405.55	748371761.5	25619961.38	523097749.9	56648191.86	536725416.1	49812036.36	489850749.9	43750168.42	592997415	132942248.2	508932203.8	129438142.6	500253760.1	106919826.4	514227861.9	171997763.5	420478315.2	180047932.3	525295534.5	173294184.7	320692539.2	381760807.7	334449869.4	417255540.9	350813056.8	451617025.7
Q5VYK3	Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2	612.764	65	146614315	11016503.05	191228131.3	13062572.09	223012189.5	12274197.06	151838946.7	20241103.09	161700997	10356651.48	138460477.5	23508199.23	159339670.8	18243342.81	141554334	26109727.34	136139338.2	19055036.45	136740546.4	32627209.53	117771258.8	25535128.97	140413118.4	28815401.47	77218481.25	63839071.81	81753300.03	67622360.06	91800032.75	67394972.78
P35998	26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3	612.289	41	351697365.8	35192256.1	352215254.2	50620080.27	399061430.5	73805610.29	345182752.6	65068632.41	326213056.5	64596713.2	294412420.7	67353060.68	342181843.2	105307776	309159455.9	103109803.3	293145081.4	119878046.3	278814724.4	112517641.2	254263750.4	115423650.8	266529410.9	141129474.1	174630435.8	225057533.5	209552536.7	251292570.7	191282146.5	252927244.9
P55884	Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens OX=9606 GN=EIF3B PE=1 SV=3	609.931	44	377889774.4	9711399.219	414917533.1	9297166.969	456406992.5	10812924.94	369087678.3	28788897.91	346340449.9	24474860	355305650.6	27543694.75	388837945.8	68560202.44	329165232.1	69908686.16	325857502.7	63573288.67	330532771.9	99073353.13	310815031.5	86224425.13	360469349.2	106433595.9	212766665.5	208357610.3	236459188.3	230756249.1	227609042.6	235164097.3
O75534	Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2	609.034	49	309264017.7	15774738.28	343972443.3	19362710.67	396354712.8	22138747.2	295036371.4	46031285.06	301607240	44190474.41	274570417.8	39983839.25	302590706.2	88679570.19	247583515.2	79475397.72	249622792.4	86075337.16	216204671.5	123050044.1	190403772.5	103118374.2	219189559.3	123536260.1	71009404.94	226606429.1	81574738.31	242184725.9	113862611.8	265448172.3
P63241	Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2	607.255	18	668237311.6	17174599.27	770722955.7	19016132.19	918587828.1	18114686.53	755035784.6	51469533.34	698305231.9	51624993.05	707001903.6	50437107.3	842512850.5	139260231.8	671091829.8	109716164.3	569736669.8	92443868	604235073.5	152050526	516521295.3	117296120.3	640780065.8	169368819.5	433906617.6	338992860.4	454012654.4	359358977.6	541133755.8	434126086.6
P26358	DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=2	606.189	68	139526963.5	5885677.344	149494060.5	7745534	176139649.6	9236002.375	127515267.3	14767950.02	129440724.9	13651521.34	112903607	14590694.76	115858034.3	37194137.36	100556702.8	34765536.75	97831093.3	34751818.11	90206127.78	57556101.3	81288667.61	45172387.07	85274174.88	53093492.98	25478691.39	97344507.72	29662099.55	117981109.1	33697452.81	119517033.8
P40939	Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2	603.551	49	226750218.2	15346741.25	251662489	14525036.31	284714973.4	18679616	218414963.4	23550820.94	223396571.8	25044218.97	197994300.7	24929044.5	215980927.2	45869131.94	184459548.5	34091425.17	203780070.1	40571730.06	195273587.9	64328448.94	172245902.5	63481826.5	184082113.2	64499111.66	120069267.2	171544451.1	115535603.9	172021396.6	121328650.5	189429812.6
O60610	Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2	602.714	58	123712167	3627585.672	138164967.9	2076913.664	185919462.3	5726710.188	169959590.4	9978058.234	192623302	9214159.383	159755026.5	15420512.64	179896474.8	32736776.5	163685741.2	27011133.05	195359310.5	33315271.08	150085664.9	42227562.25	114908681.9	37512671.66	163337719.1	52508723.13	78018113.5	121500968.9	81046672.42	119518990.2	86557418.31	132393635.2
P23921	Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1	599.853	39	309453425.8	5367432.75	283290593.5	7591214.984	320617751.9	6361694.469	279784138.6	17101692.41	241705786.7	24662461.63	287347276	111629810.6	270610806.1	53071466.61	210795898.5	43840437.4	225297859.7	43248891.27	220760504.3	85186237.8	207880814.4	71634913.38	231065417.9	83537078.03	132916146.8	202960487.7	131774740.2	215707851.8	137951510.6	229062756.1
Q99460	26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2	596.817	45	208192914.4	13941002.78	217247227.2	4101611.906	239004680.4	6274608.875	193539656.1	12187202.02	192764271.9	15693846.89	154326809.5	15461181.97	204298865.5	37416645.69	176051259.1	30633404.41	177200664.3	21023231.06	183855863.4	39998762.03	148235238.7	32220352.53	183160458.3	50208235.41	105953361.3	110001098.6	116764190.5	113804466.1	127621751.1	115772047.8
P40227	T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3	596.513	36	584819946.5	27306817.72	725126440.6	22931775.55	818959443.7	28734546	732441729.3	80370983.38	727222994.3	81135969.59	651853550.9	73681685.69	814117192.9	190185701.9	698625097.8	169875829.6	679290243.7	170169151.7	647070969.3	236751572.3	518794467.3	193626174.9	632984887.2	230679792.4	371999201.8	559229003	403746404.6	577569249.4	450939206.7	622108935.7
P15170	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1	594.423	17	168259074.7	17902523.09	172062063.3	4629996.141	178764811.4	3836811	151223536.2	9791512.469	148265980.1	14192546.81	158393052	8841578	155843134.5	16501713.25	144445995.3	16225544.5	140509981.8	16556577.03	126532064.9	27109310.44	131344845.8	30839916.25	153865611.6	47527316.66	79132167.38	73690729.63	80253863.56	83024192.09	89356562.5	84284318.38
P00441	Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2	592.451	18	548357712.1	8818498.766	529593289.1	8476119.859	556839134.4	8318925.797	619530516.2	30437876.7	527912170	30417242	618236585.9	34186710.56	695341803.8	103609386.6	604745351.7	84388824.48	591464088.2	81948842.72	669554054	192408464.5	393249104.3	109831895.8	562427412.7	159230857.7	359376707.5	368803321.8	366532848.5	378712246.3	471673861.1	452529406.6
P20810	Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4	592.38	42	168522094	6859098.627	203467846.1	3068687.777	228838088	7830467	171347940.7	8316613.59	182603964.3	9590604.395	177443236	7772854.695	175775056.7	24013379.2	154381107.4	17714652.5	155347838.7	19680766.8	169074397.1	33090656.99	145449641	29315573.73	160670501.6	29966150.7	79191567.34	71003447.5	77326127.72	71108060.78	88102849.25	75875065.74
